69.5;0;0;75;30
154;0;0;90;30
246;0;0;90;30
476.5;0;0;75;30
553.5;0;0;75;30
630.5;0;0;75;30
0;63.5;-90;75;30
690.5;71;90;90;30
0;140.5;-90;75;30
143.5;350;180;75;30
220.5;350;180;75;30
468.5;350;180;75;30
545.5;350;180;75;30
622.5;350;180;75;30
951.5;0;0;90;30
1043.5;0;0;90;30
1135.5;0;0;90;30
1227.5;0;0;90;30
1319.5;0;0;90;30
1404;0;0;75;30
854.5;315;180;75;80
939;315;180;90;80
1031;315;180;90;80
1123;315;180;90;80
1215;315;180;90;80
1307;315;180;90;80
1399;315;180;90;80
