69.5;0;0
154;0;0
246;0;0
476.5;0;0
553.5;0;0
630.5;0;0
0;63.5;-90
690.5;71;90
0;140.5;-90
143.5;350;180
220.5;350;180
468.5;350;180
545.5;350;180
622.5;350;180
951.5;0;0
1043.5;0;0
1135.5;0;0
1227.5;0;0
1319.5;0;0
1404;0;0
854.5;315;180
939;315;180
1031;315;180
1123;315;180
1215;315;180
1307;315;180
1399;315;180
